customer_id,account_id,account_type,account_open_date,account_status,gender,age,state,pincode,customer_segment,employment_status,employer_name,annual_income_inr,account_balance_inr,num_products_held,kyc_status,nominee_added,mobile_banking_enabled,net_banking_enabled,credit_card_linked,demat_account,branch_name,relationship_manager_id,last_login_days_ago,is_dormant,churn_flag,fraud_flag,loan_type,loan_amount_inr,loan_tenure_months,outstanding_principal_inr,emi_amount_inr,days_past_due,is_npa,penalty_amount_inr,credit_score,credit_bureau,risk_rating,savings_interest_rate_pct,fd_interest_rate_pct,overdraft_limit_inr,monthly_interest_income_inr,monthly_service_charges_inr,num_transactions_last_month,avg_transaction_value_inr,last_transaction_date,last_transaction_type,last_transaction_channel,last_transaction_amount_inr,transaction_currency
CUST101476,ACC901476,Recurring Deposit,2018-03-18,,M,,Maharashtra,477301.98,SME,,,5558612.73,803485.61,3.0,,,Y,N,,Y,Mumbai Central,,660.0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,,EQUIFAX,Medium,,,,3415.97,670.26,81.0,,2023-11-03,Credit,RTGS,9074.64,EUR
CUST101477,ACC901477,Savings,2021-10-11,,M,24.6,Gujarat,625695.32,Corporate,Student,,1982408.32,1153699.75,2.0,Expired,Y,Y,,N,N,Chennai East,RM2,405.0,1.0,1.0,0.0,Business Loan,748298.2,14.0,414002.04,15859.57,0.0,0.0,0.0,807.21,CIBIL,,3.48,,,7139.2,1605.52,17.0,67696.51,2020-07-12,Penalty,RTGS,314845.5,EUR
CUST101478,ACC901478,Fixed Deposit,2019-05-15,Active,M,66.31,Delhi,490923.2,HNI,,,4491014.14,1017093.01,1.0,Pending,Y,N,Y,,,,RM27,,1.0,0.0,,Education Loan,1790149.74,122.0,734508.52,35978.12,88.0,1.0,21415.71,490.06,EQUIFAX,Medium,,5.5,,,45.99,1.0,49847.38,2021-07-27,Penalty,Mobile App,187176.49,GBP
CUST101479,ACC901479,Recurring Deposit,2024-04-30,Frozen,Other,25.06,Delhi,279377.08,,Retired,,790373.24,519486.23,6.0,Verified,Y,Y,Y,Y,N,Jaipur Vaishali,,,,1.0,0.0,Business Loan,4140904.35,86.0,2851122.17,72942.47,58.0,0.0,3323.24,367.23,CIBIL,High,,,,9113.89,272.18,16.0,64529.88,2024-05-13,Penalty,Branch,5321308.21,INR
CUST101480,ACC901480,Recurring Deposit,2022-07-07,,,26.32,Telangana,468438.55,HNI,Business Owner,,2876483.31,21328944.44,9.0,Pending,N,N,N,N,,Pune FC Road,RM36,723.0,0.0,1.0,0.0,Auto Loan,1235383.81,,802174.39,25089.03,,,0.0,624.92,,,,,,5004.26,794.09,46.0,69554.31,2022-03-21,Transfer,RTGS,371352.29,GBP
CUST101481,ACC901481,Fixed Deposit,2023-05-09,Closed,F,58.98,Tamil Nadu,771926.53,HNI,Business Owner,,1351794.46,90189.38,8.0,Expired,N,,N,N,N,Mumbai Central,RM33,744.0,0.0,,,,,,,,1.0,0.0,0.0,418.07,CIBIL,Medium,,5.85,,2216.07,1616.05,44.0,39892.44,2018-11-20,Interest,IMPS,30971.29,GBP
CUST101482,ACC901482,Fixed Deposit,2024-04-16,Frozen,F,39.5,Telangana,966417.78,Retail,Self-Employed,,1041202.63,855245.47,0.0,Rejected,Y,,Y,Y,,,,590.0,1.0,1.0,,,,,,,0.0,0.0,0.0,453.47,EQUIFAX,High,,8.36,,4242.19,378.32,,41175.35,2024-03-25,Debit,IMPS,300066.94,INR
CUST101483,ACC901483,Recurring Deposit,2022-02-21,Frozen,Other,19.14,Delhi,784582.69,HNI,Retired,,1605826.16,,2.0,,Y,N,,N,,Delhi North,RM10,630.0,,0.0,0.0,,,,,,92.0,1.0,-320.18,823.01,,Medium,,,,9015.97,-46.38,60.0,77995.96,2022-07-19,Transfer,RTGS,492236.66,INR
CUST101484,ACC901484,Savings,2021-03-01,Inactive,,64.6,Tamil Nadu,522304.81,HNI,Self-Employed,,4003770.43,1793456.05,5.0,,N,Y,N,,,Pune FC Road,RM44,185.0,0.0,0.0,,Home Loan,3624916.84,37.0,-759430.81,71600.68,1.0,0.0,0.0,,EQUIFAX,,3.02,,,3737.76,1048.79,79.0,17214.79,2018-10-02,Debit,Mobile App,254308.85,INR
CUST101485,ACC901485,Savings,2018-08-11,Closed,M,,Karnataka,854351.09,,Business Owner,,3245852.87,314328.91,6.0,Rejected,,Y,Y,Y,N,Kolkata West,,378.0,0.0,1.0,0.0,Auto Loan,152274.34,118.0,67416.01,3245.82,,,0.0,601.37,CIBIL,High,4.7,,,1733.41,234.69,113.0,36132.88,2023-04-28,Credit,IMPS,378145.0,INR
CUST101486,ACC901486,Current,2023-07-26,,,21.29,Telangana,670986.62,Corporate,Business Owner,,206801.61,929352.04,7.0,Expired,Y,N,,Y,N,Hyderabad Banjara Hills,RM28,663.0,0.0,1.0,0.0,Education Loan,3484171.75,59.0,2250611.94,74248.57,118.0,1.0,2301.51,480.12,EXPERIAN,,,,,8301.07,752.43,10.0,58080.53,2025-01-14,Transfer,RTGS,12335.12,USD
CUST101487,ACC901487,Savings,2023-04-19,Inactive,M,67.12,Rajasthan,121444.68,,,,4906417.82,191244.0,7.0,,,,,Y,,Mumbai Central,,387.0,0.0,1.0,0.0,Education Loan,2575634.35,121.0,2050233.45,50122.99,2.0,0.0,0.0,567.8,,Medium,5.5,,,5675.64,1661.22,16.0,49005.92,2024-06-30,Transfer,Net Banking,472085.03,INR
CUST101488,ACC901488,Recurring Deposit,2019-05-08,Closed,,22.06,Gujarat,179808.32,SME,Salaried,Employer_159,1280716.49,1631409.91,2.0,Expired,N,Y,N,Y,,Jaipur Vaishali,,308.0,1.0,,,Personal Loan,4588504.49,122.0,4458139.74,93326.91,0.0,0.0,0.0,321.64,CIBIL,Very High,,,,14380.93,119.31,111.0,36384.61,2019-11-07,Credit,Branch,,USD
CUST101489,ACC901489,Current,2018-09-12,Closed,M,72.55,Gujarat,151549.14,HNI,Business Owner,,3507667.55,1344367.42,1.0,Expired,N,N,N,Y,,Bangalore MG Road,RM1,363.0,,0.0,,,,,,,,,0.0,517.73,CIBIL,Low,,,,4906.62,286.03,112.0,4993.74,2018-10-23,Transfer,Mobile App,169901.41,INR
CUST101490,ACC901490,Savings,2020-09-02,Inactive,F,32.67,Delhi,607300.08,,Salaried,Employer_171,4317129.35,1311709.86,3.0,Rejected,Y,N,Y,,N,Kolkata West,,491.0,0.0,0.0,0.0,Education Loan,538198.92,10.0,151545.66,10690.51,0.0,0.0,0.0,434.34,,High,6.34,,,4809.98,1021.4,94.0,18872.67,2019-11-04,EMI,IMPS,277935.56,USD
CUST101491,ACC901491,Fixed Deposit,2024-10-11,Inactive,Other,,Gujarat,866230.03,HNI,,,4650032.5,1778970.72,3.0,Expired,Y,N,Y,N,N,Hyderabad Banjara Hills,RM25,343.0,1.0,,,Personal Loan,4672373.29,,2553532.73,94270.75,,,0.0,613.85,EXPERIAN,Medium,,7.25,,15138.01,1208.44,92.0,54643.84,2024-10-15,Penalty,Branch,16331.1,INR
CUST101492,ACC901492,Fixed Deposit,2025-02-20,Inactive,M,21.0,Maharashtra,943383.82,Corporate,Salaried,Employer_1,2498499.95,133105.46,6.0,Expired,,,Y,N,Y,Pune FC Road,RM23,639.0,,1.0,0.0,Education Loan,4219237.28,10.0,3227856.06,75780.07,1.0,0.0,0.0,452.57,CIBIL,Medium,,7.9,,7255.55,151.82,93.0,21423.94,2020-01-01,Interest,UPI,258058.85,INR
CUST101493,ACC901493,Checking,2024-10-24,Closed,M,38.58,Maharashtra,1005485.82,HNI,Retired,,3236768.81,519278.14,4.0,Expired,N,,,,Y,,RM8,485.0,0.0,1.0,0.0,Personal Loan,2139471.61,36.0,,43900.51,121.0,1.0,3438.86,,EXPERIAN,Low,,,199750.21,4224.35,164.41,114.0,61678.27,2018-07-15,Penalty,ATM,261935.3,GBP
CUST101494,ACC901494,Savings,2020-08-22,Frozen,M,33.97,,387996.66,Retail,Salaried,Employer_175,1391774.76,224680.87,4.0,Pending,,N,,Y,N,Ahmedabad SG Highway,,,0.0,1.0,0.0,,,,,,29.0,0.0,448.89,,EXPERIAN,Low,7.64,,,11415.12,250.2,112.0,71666.59,2021-05-17,Debit,UPI,19891206.28,USD
CUST101495,ACC901495,Savings,2018-12-17,Frozen,,40.7,Tamil Nadu,879139.51,SME,Salaried,Employer_112,701556.19,917545.19,2.0,Verified,Y,N,,Y,Y,Delhi North,,428.0,0.0,0.0,,,,,,,1.0,0.0,0.0,564.23,EQUIFAX,,7.64,,,1505.41,1156.92,118.0,66522.2,2021-07-28,Transfer,Net Banking,25640.17,EUR
CUST101496,ACC901496,Fixed Deposit,2022-12-02,Active,M,,Maharashtra,871588.39,Retail,Business Owner,,746092.6,566551.73,10.0,Rejected,,N,,,,Kolkata West,,695.0,0.0,0.0,0.0,Business Loan,847039.38,25.0,458707.98,20102.92,179.0,1.0,2790.61,596.86,,Very High,,7.13,,8620.62,249.39,0.0,31688.54,2021-01-15,Debit,Branch,99478.18,INR
CUST101497,ACC901497,Fixed Deposit,2019-05-18,,M,49.01,Rajasthan,1068445.72,SME,Self-Employed,,1204735.56,220096.58,6.0,Pending,,Y,Y,N,N,Pune FC Road,,737.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,764.69,CIBIL,Medium,,7.25,,5706.82,562.05,84.0,32361.27,2019-07-30,Debit,NEFT,-13432.88,INR
CUST101498,ACC901498,Recurring Deposit,2024-05-05,,M,55.8,Telangana,527929.92,Corporate,Salaried,Employer_62,4188736.45,634564.26,5.0,Verified,Y,,N,N,,Bangalore MG Road,RM29,146.0,,1.0,,,,,,,88.0,1.0,2009.15,332.55,CIBIL,Very High,,,,3380.95,1503.73,76.0,66790.16,2022-11-15,Debit,Branch,214575.01,USD
CUST101499,ACC901499,Checking,2021-06-23,Closed,M,40.58,Karnataka,,,Self-Employed,,4443282.64,792932.64,5.0,Expired,Y,,,Y,,Delhi North,,568.0,1.0,0.0,0.0,Home Loan,2839873.49,11.0,727213.39,54708.11,0.0,0.0,0.0,898.9,EXPERIAN,Low,,,30859.09,10269.0,1634.79,26.0,312906.51,2024-02-27,Credit,RTGS,575053.35,USD
CUST101500,ACC901500,Current,2024-07-07,Frozen,M,72.57,Telangana,943774.67,Corporate,,,,536524.95,8.0,Pending,Y,,,Y,N,Kolkata West,RM13,195.0,0.0,,1.0,Business Loan,815806.74,84.0,133056.9,17345.71,120.0,1.0,4683.09,791.38,EQUIFAX,Medium,,,,10087.53,1731.68,15.0,46712.47,2023-02-19,Transfer,NEFT,407173.91,INR
CUST101501,ACC901501,Fixed Deposit,2018-08-26,Closed,M,72.91,,499894.31,SME,Student,,62051158.63,1088813.26,4.0,Rejected,Y,N,N,,,Ahmedabad SG Highway,,489.0,,0.0,1.0,,,,,,1.0,0.0,0.0,395.41,,Low,,7.62,,3979.94,836.44,83.0,79112.88,2025-01-07,Debit,UPI,337523.63,USD
CUST101502,ACC901502,Fixed Deposit,2020-10-31,Inactive,M,34.21,Telangana,812598.01,SME,Retired,,3726019.12,881065.15,0.0,Verified,N,Y,,Y,N,Ahmedabad SG Highway,,498.0,,0.0,0.0,,,,,,62.0,0.0,2920.84,705.45,EQUIFAX,Medium,,6.48,,2625.92,1570.77,16.0,2939113.21,2024-09-21,Penalty,RTGS,371030.97,INR
CUST101503,ACC901503,Current,2025-01-19,,F,67.2,West Bengal,384091.97,Retail,,,1099057.18,520488.14,0.0,Verified,,,Y,,Y,,,352.0,1.0,1.0,0.0,Personal Loan,2275735.32,58.0,365755.94,46354.55,1.0,0.0,0.0,617.83,EQUIFAX,Very High,,,,8441.51,79.57,95.0,68727.28,2018-01-09,EMI,NEFT,2862101.21,INR
CUST101504,ACC901504,Savings,2021-07-30,Frozen,M,80.2,Karnataka,269212.57,HNI,Business Owner,,2686020.37,774568.44,2.0,,Y,N,N,N,N,Kolkata West,RM21,342.0,0.0,0.0,0.0,Personal Loan,2729888.14,60.0,2469065.16,58583.85,58.0,0.0,1977.02,330.08,CIBIL,Low,5.61,,,1281.5,407.28,75.0,40366.63,2021-10-30,EMI,Branch,433317.18,USD
CUST101505,ACC901505,Fixed Deposit,2022-04-22,Closed,,19.53,Rajasthan,762931.74,HNI,Retired,,3682818.99,1343155.68,8.0,Expired,Y,N,N,,N,Hyderabad Banjara Hills,RM3,714.0,0.0,1.0,0.0,Auto Loan,193565.72,50.0,127856.04,2768.02,1.0,0.0,0.0,766.96,EXPERIAN,,,7.2,,2420.12,1427.11,94.0,20529.96,2023-06-16,Transfer,Mobile App,295910.3,USD
CUST101506,ACC901506,Recurring Deposit,2022-12-27,Closed,Other,27.01,Karnataka,888165.89,,Student,,3262092.5,1392474.34,6.0,Pending,,Y,N,,N,Bangalore MG Road,,503.0,0.0,,0.0,Personal Loan,4615248.36,85.0,1988786.52,101150.42,0.0,0.0,0.0,602.95,,High,,,,10780.6,-656.72,,-10011.73,2024-06-18,Debit,IMPS,1048.89,USD
CUST101507,ACC901507,Savings,2024-11-15,Inactive,,19.16,Rajasthan,511916.16,Retail,Self-Employed,,2864549.44,1770884.98,3.0,Expired,,N,Y,,N,Ahmedabad SG Highway,,308.0,0.0,0.0,0.0,,,,,,2.0,0.0,0.0,429.44,,Very High,5.78,,,13675.6,45801.37,109.0,61932.95,2020-05-22,Interest,NEFT,376507.31,INR
CUST101508,ACC901508,Savings,2017-09-13,Active,,40.13,Rajasthan,625875.94,,,,,312745.75,3.0,Verified,N,N,,,,Kolkata West,,674.0,0.0,1.0,0.0,Education Loan,1194334.85,119.0,271681.68,22384.4,2.0,0.0,0.0,496.78,EXPERIAN,,2.47,,,11440.84,917.96,38.0,-24532.24,2017-10-25,Penalty,ATM,504071.23,EUR
CUST101509,ACC901509,Current,2024-05-24,Frozen,M,73.18,Telangana,837967.43,Corporate,,,,572584.84,6.0,Pending,Y,,,Y,N,Kolkata West,RM13,207.0,0.0,,1.0,Business Loan,728862.73,83.0,141142.67,16982.28,122.0,1.0,4116.82,695.33,EQUIFAX,Medium,,,,11110.26,1692.56,14.0,43831.96,2022-10-10,Transfer,NEFT,370530.9,INR
CUST101510,ACC901510,Current,2021-09-29,Inactive,,65.64,,632458.56,,Student,,4036774.17,2054273.07,3.0,Pending,,N,N,N,,Jaipur Vaishali,,686.0,,0.0,,,,,,,0.0,0.0,0.0,364.53,EQUIFAX,High,,,,12945.78,797.46,31.0,60418.64,2019-04-24,Credit,RTGS,425081.65,INR
CUST101511,ACC901511,Current,2025-02-06,Inactive,M,56.2,Delhi,547735.44,Corporate,Self-Employed,,3706471.75,1700252.05,8.0,,Y,N,Y,N,Y,Chennai East,RM13,694.0,0.0,1.0,0.0,Education Loan,1894326.17,22.0,711128.28,37772.93,2.0,0.0,0.0,491.22,EQUIFAX,Medium,,,,11861.25,112.82,71.0,39292.48,2018-06-15,Interest,Branch,30592.59,EUR
CUST101512,ACC901512,Savings,2018-01-29,Closed,,35.39,Gujarat,546771.41,,Retired,,1055106.79,1807360.53,10.0,,N,Y,Y,N,N,Hyderabad Banjara Hills,,615.0,1.0,0.0,1.0,Auto Loan,196026245.61,60.0,111832365.52,3972191.6,0.0,0.0,0.0,565.94,CIBIL,Very High,4.46,,,,527.19,112.0,33363.38,2020-11-21,Credit,ATM,434498.84,INR
CUST101513,ACC901513,Fixed Deposit,2021-07-23,Frozen,F,22.28,Delhi,326438.45,SME,Retired,,4656292.73,229633.69,2.0,,N,,,N,,Hyderabad Banjara Hills,,,0.0,,0.0,Business Loan,3305835.08,59.0,1696124.65,69730.06,61.0,0.0,275917.69,955.77,EXPERIAN,Medium,,7.44,,5913.56,117052.22,26.0,9559.37,2022-08-26,Interest,UPI,28327.64,INR
CUST101514,ACC901514,Recurring Deposit,2019-08-29,Inactive,F,24.55,Tamil Nadu,465503.17,,Student,,3030092.58,1311571.63,3.0,,Y,,Y,Y,Y,,,78.0,0.0,1.0,0.0,,,,,,61.0,0.0,4303.86,907.64,EXPERIAN,Low,,,,13077.63,651.14,,32712.54,2019-08-05,Debit,Net Banking,74340.05,INR
CUST101515,ACC901515,Checking,2018-02-21,Inactive,,62.21,Gujarat,530629.41,Corporate,Student,,4320846.55,1786445.33,3.0,Verified,N,Y,,N,N,Hyderabad Banjara Hills,RM26,214.0,0.0,1.0,0.0,Business Loan,1809025.32,59.0,-651494.94,40637.49,28.0,0.0,2109.42,790.75,EXPERIAN,Low,,,335724.05,8481.65,1966.09,26.0,80493.26,2018-06-23,Transfer,UPI,511948.35,USD
CUST101516,ACC901516,Savings,2024-04-09,,F,,Karnataka,340009.02,Retail,Retired,,2383538.83,57275551.94,8.0,Verified,,N,Y,N,,Delhi North,,84.0,0.0,0.0,0.0,Auto Loan,3115639.25,62.0,2564229.93,60325.74,,,0.0,405.41,EXPERIAN,Very High,7.02,,,1522.22,360.12,18.0,39738.96,2022-02-01,EMI,NEFT,199825.4,INR
CUST101517,ACC901517,Current,2022-10-20,Active,M,30.26,Karnataka,524385.47,HNI,Business Owner,,329881.67,1617524.72,7.0,Pending,,,N,Y,N,Pune FC Road,RM38,703.0,0.0,0.0,0.0,Business Loan,216152.28,,77791.4,4947.89,0.0,0.0,0.0,892.76,CIBIL,,,,,10152.26,433.91,16.0,5680.53,2018-04-10,Interest,UPI,214481.9,GBP
CUST101518,ACC901518,Current,2022-07-21,Closed,,53.5,Rajasthan,462588.7,HNI,Business Owner,,4057840.29,855714.21,6.0,Expired,,Y,Y,Y,Y,Jaipur Vaishali,RM9,195.0,,0.0,0.0,Personal Loan,1132834.93,62.0,932579.51,21037.04,59.0,0.0,1558.5,,CIBIL,High,,,,9110.19,2012.27,69.0,41732.41,2021-02-16,Debit,NEFT,53376.17,INR
CUST101519,ACC901519,Current,2024-01-23,Frozen,,60.42,,706998.59,Corporate,Salaried,Employer_30,5401178.31,1783707.89,4.0,Expired,N,Y,,N,Y,Jaipur Vaishali,RM24,710.0,1.0,0.0,0.0,Personal Loan,3711043.83,46.0,1234001.96,75214.05,1.0,0.0,0.0,474.67,,Medium,,,,1661.14,675.01,103.0,16952.97,2021-01-19,Transfer,Net Banking,176496.06,INR
CUST101520,ACC901520,Checking,2018-06-06,,,65.48,Tamil Nadu,767232.93,Retail,,,-1360252.89,-65383.96,3.0,Pending,,Y,N,,,Kolkata West,,496.0,0.0,0.0,0.0,Personal Loan,500280.1,60.0,353328.72,10668.82,0.0,0.0,0.0,,,Medium,,,13808.38,15858.55,1517.72,95.0,,2024-06-30,Transfer,Mobile App,473545.25,INR
CUST101521,ACC901521,Checking,2017-12-02,Active,,30.33,Karnataka,725755.38,SME,,,19122700.62,1830457.1,7.0,Rejected,N,Y,N,,N,Bangalore MG Road,,721.0,0.0,1.0,0.0,Education Loan,3742502.79,86.0,1346366.61,77106.74,179.0,1.0,1370.57,836.05,EXPERIAN,High,,,368039.31,13272.6,38.82,24.0,14762.88,2017-11-18,Debit,Net Banking,199147.24,EUR
CUST101522,ACC901522,Fixed Deposit,2024-07-23,Frozen,F,44.02,Telangana,1133729.48,Retail,Self-Employed,,1193944.07,752036.76,1.0,Rejected,Y,,Y,Y,,,,655.0,1.0,1.0,,,,,,,0.0,0.0,0.0,406.32,EQUIFAX,High,,8.25,,3986.32,391.13,,40647.14,2024-06-17,Debit,IMPS,279353.23,INR
CUST101523,ACC901523,Checking,2022-09-19,Closed,F,25.45,Gujarat,1035017.77,SME,Self-Employed,,3044948.7,982057.46,7.0,Rejected,Y,N,Y,Y,N,Pune FC Road,,,1.0,1.0,0.0,Personal Loan,146906.38,12.0,73068.2,2668.64,28.0,0.0,2082.18,384.86,EXPERIAN,Medium,,,170934.78,5816.42,231.86,94.0,26243.96,2024-03-30,Penalty,NEFT,114147.85,GBP
CUST101524,ACC901524,Savings,2022-06-02,,M,59.57,Telangana,820243.07,Retail,,,3677381.9,1588626.25,3.0,Pending,Y,,,Y,,Kolkata West,,413.0,1.0,1.0,0.0,Education Loan,4637545.62,118.0,1506766.86,90424.57,180.0,1.0,3371.13,759.46,EXPERIAN,Low,8.13,,,5021.48,1457.9,11.0,73610.13,2023-05-11,EMI,Mobile App,500354.17,USD
CUST101525,ACC901525,Fixed Deposit,2023-05-22,Active,M,21.54,Rajasthan,115191.29,Retail,Retired,,3542027.78,913825.68,3.0,Pending,N,N,Y,Y,N,,,441.0,0.0,1.0,,Business Loan,2594769.21,13.0,2129939.08,51545.65,122.0,1.0,3060.63,849.26,EXPERIAN,Very High,,6.12,,5716.75,1127.94,68.0,68396.37,2022-12-26,Debit,Mobile App,182350.5,INR
CUST101526,ACC901526,Checking,2018-07-09,Frozen,,28.58,Rajasthan,596020.82,HNI,Self-Employed,,3550132.6,1374894.66,0.0,Rejected,Y,Y,N,Y,,Ahmedabad SG Highway,RM14,353.0,0.0,0.0,0.0,Home Loan,1737290.65,46.0,1415436.39,33736.34,88.0,1.0,4449.11,1045.32,EQUIFAX,Very High,,,145236.09,11580.01,342.18,72.0,20638.38,2021-02-05,Transfer,Branch,255527.99,GBP
CUST101527,ACC901527,Fixed Deposit,2017-08-08,Inactive,M,61.83,Rajasthan,262491.69,SME,Salaried,Employer_59,1098774.42,147851.08,6.0,Pending,N,Y,Y,N,N,Bangalore MG Road,,80.0,1.0,0.0,0.0,Personal Loan,4100889.99,,1374563.4,73575.93,90.0,1.0,638.09,823.94,CIBIL,Low,,8.58,,13542.82,1131.83,111.0,32656.16,2018-09-17,Transfer,Net Banking,87403.23,EUR
CUST101528,ACC901528,Fixed Deposit,2020-11-29,,,47.79,Rajasthan,1034234.87,Retail,Self-Employed,,4004759.46,527706.31,10.0,Pending,Y,Y,Y,N,,Hyderabad Banjara Hills,,646.0,0.0,1.0,0.0,Business Loan,4958389.3,25.0,1627386.32,92825.02,182.0,1.0,5008.26,706.16,EXPERIAN,High,,7.89,,7944.88,36.42,112.0,66826.27,2022-06-01,EMI,Branch,438687.41,INR
CUST101529,ACC901529,Current,2021-12-15,Inactive,F,19.74,Tamil Nadu,934281.15,HNI,Student,,453330.25,597315.76,0.0,Verified,N,N,N,,,Jaipur Vaishali,RM1,513.0,0.0,0.0,0.0,Education Loan,1118849.98,86.0,1147892.64,22702.62,122.0,1.0,894.32,858.68,,Medium,,,,8919.14,1001.99,,44199.03,2022-03-15,Debit,Branch,154024.98,INR
CUST101530,ACC901530,Checking,2024-04-19,,M,,Delhi,,SME,Business Owner,,4037453.64,2422728.21,3.0,Pending,N,,,,N,Kolkata West,,723.0,0.0,,0.0,Personal Loan,1344000.18,23.0,994379.89,25538.48,118.0,1.0,2098.8,798.1,EQUIFAX,,,,491061.89,251.04,656.47,112.0,68491.3,2022-08-19,Debit,ATM,398905.23,USD
CUST101531,ACC901531,Recurring Deposit,2023-07-01,Frozen,F,19.42,Delhi,733427.2,SME,Salaried,Employer_59,364652.49,853832.73,0.0,,,N,N,,Y,Delhi North,,361.0,0.0,0.0,0.0,Personal Loan,10337805.84,46.0,5440759.23,214945.48,1.0,0.0,0.0,331.92,,,,,,-1845.93,12915.63,53.0,36401.32,2025-06-09,Transfer,NEFT,76936.4,USD
CUST101532,ACC901532,Checking,2020-11-29,Frozen,Other,56.03,Telangana,291495.77,SME,Self-Employed,,1733047.61,42069.22,0.0,,N,Y,,,Y,Chennai East,,422.0,0.0,,0.0,Home Loan,3067371.0,12.0,295625.92,78916.3,,,0.0,387.94,EXPERIAN,Low,,,461114.02,9194.56,422.05,65.0,41376.0,2019-05-14,Interest,NEFT,91234.66,INR
CUST101533,ACC901533,Current,2024-09-01,Active,,,Telangana,194827.0,,Salaried,Employer_84,1522468.01,189113.49,7.0,,Y,N,,,Y,Chennai East,,152.0,0.0,,0.0,Education Loan,1533636.65,36.0,836267.82,33132.0,0.0,0.0,0.0,589.35,,,,,,10391.05,1361.15,90.0,7495.91,2021-09-05,Penalty,Mobile App,157347.94,USD
CUST101534,ACC901534,Recurring Deposit,2020-01-07,,M,56.55,Telangana,407737.31,Retail,Business Owner,,-282488.91,1107071.61,2.0,Expired,N,N,Y,N,Y,,,132.0,0.0,0.0,1.0,Auto Loan,1798936.85,13.0,1482393.56,38181.43,122.0,1.0,4729.06,285.64,,Medium,,,,14846.51,1195.09,56.0,40303.54,2019-01-13,Interest,UPI,357975.4,USD
CUST101535,ACC901535,Recurring Deposit,2020-02-29,Closed,F,78.07,Telangana,245398.97,HNI,Self-Employed,,3152980.37,565404.13,8.0,Expired,Y,N,Y,Y,Y,,RM4,138.0,0.0,0.0,1.0,Auto Loan,3837195.85,12.0,3327750.9,79698.67,0.0,0.0,0.0,688.33,,Very High,,,,7724.48,1168.93,12.0,79116.74,2018-12-11,EMI,Mobile App,158947.06,GBP
CUST101536,ACC901536,Checking,2024-11-08,,M,55.86,Rajasthan,442437.96,Retail,Retired,,3394204.88,1387494.65,4.0,Rejected,Y,,Y,,Y,Hyderabad Banjara Hills,,388.0,1.0,,0.0,,,,,,119.0,1.0,3326.84,378.23,CIBIL,Low,,,245996.52,8355.31,1429.42,87.0,37052.73,2025-01-09,Transfer,UPI,187345.16,INR
CUST101537,ACC901537,Savings,2020-06-25,Closed,M,66.36,Maharashtra,466521.53,SME,Business Owner,,213747.06,,2.0,Verified,N,N,N,,Y,Delhi North,,534.0,0.0,1.0,0.0,Personal Loan,3984120.15,62.0,2098946.08,69148.08,1.0,0.0,0.0,847.55,EQUIFAX,Medium,5.2,,,8052.71,2247.75,37.0,64450.11,2018-04-06,EMI,Net Banking,333281.1,EUR
CUST101538,ACC901538,Current,2021-05-25,Active,M,20.13,Telangana,384819.03,Retail,Student,,4937022.76,212350.38,2.0,Pending,Y,Y,Y,Y,N,Hyderabad Banjara Hills,,397.0,1.0,1.0,1.0,Auto Loan,3674609.15,49.0,,69516.27,88.0,1.0,4000.13,,EXPERIAN,Very High,,,,13024.03,762.94,43.0,11270.97,2020-01-20,Penalty,UPI,64324.76,GBP
CUST101539,ACC901539,Recurring Deposit,2021-06-12,Frozen,F,64.09,Rajasthan,761721.92,SME,Student,,1407016.98,-23887.06,3.0,Pending,Y,,Y,N,N,,,88.0,,0.0,0.0,Home Loan,4400299.06,23.0,1996951.92,95057.39,32.0,0.0,4407.53,395.39,EQUIFAX,High,,,,,316.7,87.0,31417.61,2020-12-06,Penalty,Branch,223511.28,USD
CUST101540,ACC901540,Savings,2018-03-08,Inactive,F,31.83,Delhi,284289.22,,Business Owner,,3916747.32,174648.82,3.0,,N,Y,,N,,Delhi North,,288.0,0.0,1.0,0.0,Personal Loan,1165867.82,118.0,366638.99,25688.42,0.0,0.0,0.0,491.06,EQUIFAX,High,5.71,,,12242.52,1683.06,25.0,9220.34,2022-04-18,Credit,UPI,448349.71,GBP
CUST101541,ACC901541,Current,2019-04-02,Active,,33.85,Karnataka,871340.42,,Student,,2473592.17,1255450.85,1.0,,,N,Y,,Y,Mumbai Central,,377.0,0.0,0.0,0.0,Education Loan,1668286.8,,585535.49,34270.04,0.0,0.0,0.0,419.02,EQUIFAX,,,,,15593.47,337.21,54.0,43698.68,2022-09-21,Interest,IMPS,432142.74,INR
CUST101542,ACC901542,Current,2020-07-31,Inactive,M,68.44,Maharashtra,409589.18,Retail,,,488450.97,600323.98,3.0,Verified,,Y,,N,N,Jaipur Vaishali,,735.0,0.0,0.0,0.0,Education Loan,53092859.92,49.0,22540321.6,1216736.89,89.0,1.0,2053.61,403.9,CIBIL,,,,,12664.17,551.43,79.0,10309.15,2018-04-20,Credit,RTGS,372500.53,INR
